time value latency
Month-1 Alpha 2.903
Month-1 Alpha 2.956
Month-1 Alpha 2.1
Month-1 Alpha 3.316
Month-1 Alpha 24.657
Month-1 Alpha 1.919
Month-1 Bravo 28.213
Month-1 Bravo 16.194
Month-1 Bravo 17.072
Month-1 Bravo 9.989
Month-1 Alpha 2.65
Month-1 Bravo 9.163
Month-1 Bravo 8.13
Month-1 Alpha 8.575
Month-1 Alpha 14.704
Month-1 Alpha 36.409
Month-1 Alpha 11.536
Month-1 Alpha 43.378
Month-1 Alpha 99.746
Month-1 Alpha 118.326
Month-1 Alpha 47.858
Month-1 Alpha 8.686
Month-1 Alpha 62.283
Month-1 Alpha 8.766
Month-1 Alpha 18.698
Month-1 Alpha 6.304
Month-1 Alpha 11.183
Month-1 Alpha 4.528
Month-1 Alpha 3.113
Month-1 Alpha 13.766
Month-1 Alpha 1.974
Month-1 Alpha 3.555
Month-1 Alpha 2.425
Month-1 Charlie 5.544
Month-1 Charlie 6.348
Month-1 Alpha 33.181
Month-1 Charlie 3.385
Month-1 Alpha 14.813
Month-1 Alpha 24.417
Month-1 Charlie 6.293
Month-1 Charlie 4.775
Month-1 Alpha 5.26
Month-1 Alpha 33.443
Month-1 Bravo 10.328
Month-1 Alpha 39.468
Month-1 Alpha 1.993
Month-1 Alpha 25.578
Month-1 Charlie 9.586
Month-1 Charlie 3.691
Month-1 Charlie 4.981
Month-1 Charlie 5.22
Month-1 Alpha 13.28
Month-1 Alpha 36.366
Month-1 Delta 277.996
Month-1 Delta 39.818
Month-1 Delta 99.646
Month-1 Delta 82.022
Month-1 Delta 48.838
Month-1 Delta 24.458
Month-1 Delta 26.225
Month-1 Alpha 17.614
Month-1 Alpha 7.793
Month-1 Alpha 116.782
Month-1 Delta 33.671
Month-1 Delta 21.739
Month-1 Delta 22.114
Month-1 Bravo 28.896
Month-1 Bravo 7.48
Month-1 Alpha 43.179
Month-1 Alpha 27.236
Month-1 Alpha 11.364
Month-1 Alpha 19.493
Month-1 Alpha 3.339
Month-1 Alpha 42.465
Month-1 Alpha 75.688
Month-1 Alpha 9.77
Month-1 Alpha 2.843
Month-1 Alpha 25.634
Month-1 Alpha 3.845
Month-1 Alpha 2.972
Month-1 Alpha 8.073
Month-1 Alpha 3.9
Month-1 Alpha 3.95
Month-1 Alpha 3.935
Month-1 Alpha 4.054
Month-1 Alpha 3.591
Month-1 Alpha 3.519
Month-1 Alpha 3.682
Month-1 Alpha 3.418
Month-1 Alpha 4.004
Month-1 Alpha 4.031
Month-1 Alpha 4.05
Month-1 Alpha 12.911
Month-1 Alpha 3.876
Month-1 Alpha 11.479
Month-1 Alpha 3.708
Month-1 Alpha 4.42
Month-1 Alpha 3.812
Month-1 Alpha 13.726
Month-1 Alpha 7.193
Month-1 Alpha 6.831
Month-1 Alpha 7.257
Month-1 Alpha 6.808
Month-1 Alpha 5.562
Month-1 Alpha 5.022
Month-1 Alpha 25.744
Month-1 Alpha 19.934
Month-1 Alpha 12.264
Month-1 Alpha 1.766
Month-1 Alpha 2.136
Month-1 Alpha 2.731
Month-1 Charlie 26.24
Month-1 Alpha 6.031
Month-1 Alpha 9.745
Month-1 Alpha 4.696
Month-1 Alpha 2.21
Month-1 Alpha 2.282
Month-1 Alpha 10.137
Month-1 Alpha 2.377
Month-1 Alpha 5.692
Month-1 Alpha 115.723
Month-1 Alpha 6.013
Month-1 Alpha 3.106
Month-1 Alpha 2.99
Month-1 Alpha 2.832
Month-1 Alpha 1.489
Month-1 Alpha 1.568
Month-1 Alpha 4.069
Month-1 Alpha 7.28
Month-1 Alpha 9.901
Month-1 Alpha 7.531
Month-1 Alpha 20.067
Month-1 Alpha 28.874
Month-1 Alpha 13.336
Month-1 Delta 21.316
Month-1 Delta 20.732
Month-1 Alpha 3.524
Month-1 Delta 21.513
Month-1 Delta 22.07
Month-1 Delta 20.919
Month-1 Alpha 20.367
Month-1 Alpha 27.343
Month-1 Alpha 17.863
Month-1 Alpha 10.703
Month-1 Alpha 3.945
Month-1 Alpha 26.668
Month-1 Alpha 3.549
Month-1 Alpha 559.963
Month-1 Delta 19.093
Month-1 Alpha 182.04
Month-1 Alpha 93.856
Month-1 Delta 165.154
Month-1 Delta 56.199
Month-1 Delta 25.757
Month-1 Alpha 69.831
Month-1 Bravo 16.427
Month-1 Bravo 5.573
Month-1 Bravo 3.687
Month-1 Alpha 33.741
Month-1 Alpha 28.541
Month-1 Alpha 8.794
Month-1 Alpha 15.358
Month-1 Alpha 12.803
Month-1 Alpha 27.6
Month-1 Echo 31.272
Month-1 Alpha 11.862
Month-1 Alpha 10.595
Month-1 Delta 12.379
Month-1 Delta 4.234
Month-1 Echo 4.246
Month-1 Delta 7.165
Month-1 Delta 5.785
Month-1 Delta 3.02
Month-1 Alpha 12.63
Month-1 Alpha 232.025
Month-1 Delta 4.24
Month-1 Delta 4.282
Month-1 Delta 4.131
Month-1 Delta 3.608
Month-1 Delta 3.692
Month-1 Alpha 21.347
Month-1 Alpha 21.041
Month-1 Alpha 25.183
Month-1 Alpha 12.347
Month-1 Alpha 2.144
Month-1 Alpha 2.375
Month-1 Alpha 2.217
Month-1 Alpha 1.655
Month-1 Alpha 2.173
Month-1 Alpha 6.931
Month-1 Alpha 7.936
Month-1 Alpha 15.161
Month-1 Alpha 43.515
Month-1 Alpha 9.987
Month-1 Charlie 24.701
Month-1 Alpha 9.397
Month-1 Alpha 15.056
Month-1 Alpha 125.956
Month-1 Alpha 2.512
Month-1 Charlie 19.153
Month-1 Alpha 52.631
Month-1 Alpha 2.385
Month-1 Alpha 2.137
Month-1 Alpha 21.9
Month-1 Alpha 28.534
Month-1 Alpha 15.185
Month-1 Alpha 9.439
Month-1 Alpha 2.405
Month-1 Alpha 2.646
Month-1 Alpha 4.27
Month-1 Alpha 4.091
Month-1 Alpha 10.57
Month-1 Alpha 16.137
Month-1 Alpha 2.349
Month-1 Alpha 8.48
Month-1 Alpha 3.878
Month-1 Alpha 28.649
Month-1 Alpha 13.464
Month-1 Alpha 14.147
Month-1 Delta 133.58
Month-1 Alpha 13.058
Month-1 Delta 52.581
Month-1 Alpha 3.669
Month-1 Alpha 1.773
Month-1 Alpha 2.503
Month-1 Delta 28.645
Month-1 Delta 34.935
Month-1 Alpha 3.616
Month-1 Alpha 2.88
Month-1 Alpha 5.581
Month-1 Delta 120.609
Month-1 Delta 29.228
Month-1 Delta 23.543
Month-1 Delta 40.834
Month-1 Alpha 17.689
Month-1 Echo 29.084
Month-1 Alpha 2.322
Month-1 Alpha 21.593
Month-1 Alpha 10.255
Month-1 Alpha 2.823
Month-1 Alpha 2.329
Month-1 Alpha 2.365
Month-1 Alpha 2.358
Month-1 Alpha 2.059
Month-1 Alpha 25.95
Month-1 Alpha 2.006
Month-1 Alpha 2.187
Month-1 Alpha 2.413
Month-1 Alpha 2.399
Month-1 Alpha 3.873
Month-1 Alpha 2.404
Month-1 Alpha 9.122
Month-1 Alpha 4.218
Month-1 Alpha 1.757
Month-1 Alpha 25.566
Month-1 Alpha 2.769
Month-1 Alpha 52.461
Month-1 Alpha 110.915
Month-1 Alpha 5.817
Month-1 Alpha 2.251
Month-1 Alpha 18.879
Month-1 Alpha 9.554
Month-1 Alpha 7.394
Month-1 Alpha 5.503
Month-1 Alpha 3.155
Month-1 Alpha 4.996
Month-1 Alpha 16.886
Month-1 Alpha 3.394
Month-1 Alpha 3.326
Month-1 Alpha 3.115
Month-1 Alpha 2.63
Month-1 Alpha 3.685
Month-1 Alpha 9.339
Month-1 Alpha 8.614
Month-1 Alpha 3.842
Month-1 Alpha 3.733
Month-1 Alpha 8.769
Month-1 Alpha 39.736
Month-1 Delta 22.853
Month-1 Alpha 10.678
Month-1 Foxtrot 8.27
Month-1 Alpha 12.77
Month-1 Alpha 26.836
Month-1 Alpha 20.795
Month-1 Alpha 46.097
Month-1 Alpha 10.719
Month-1 Alpha 5.856
Month-1 Alpha 5.728
Month-1 Charlie 5.82
Month-1 Alpha 12.514
Month-1 Echo 4.637
Month-1 Alpha 5.165
Month-1 Alpha 10.762
Month-1 Alpha 18.145
Month-1 Alpha 5.894
Month-1 Alpha 11.971
Month-1 Alpha 4.037
Month-1 Alpha 2.493
Month-1 Alpha 2.571
Month-1 Alpha 2.325
Month-1 Alpha 2.616
Month-1 Alpha 13.342
Month-1 Alpha 5.998
Month-1 Alpha 7.241
Month-1 Alpha 8.334
Month-1 Alpha 3.404
Month-1 Alpha 2.106
Month-1 Echo 7.101
Month-1 Alpha 11.701
Month-1 Echo 5.065
Month-1 Echo 5.57
Month-1 Echo 5.698
Month-1 Echo 3.316
Month-1 Echo 4.239
Month-1 Echo 2.328
Month-1 Alpha 2.188
Month-1 Alpha 2.77
Month-1 Alpha 21.042
Month-1 Alpha 10.008
Month-1 Alpha 2.697
Month-1 Echo 26.274
Month-1 Alpha 27.297
Month-1 Alpha 16.399
Month-1 Alpha 15.842
Month-1 Alpha 6.131
Month-1 Alpha 22.307
Month-1 Alpha 26.668
Month-1 Echo 24.394
Month-1 Echo 31.387
Month-1 Echo 31.372
Month-1 Alpha 26.623
Month-1 Alpha 17.146
Month-1 Foxtrot 9.031
Month-1 Alpha 5.223
Month-1 Foxtrot 7.303
Month-1 Foxtrot 16.617
Month-1 Foxtrot 6.019
Month-1 Foxtrot 5.422
Month-1 Foxtrot 3.689
Month-1 Foxtrot 6.329
Month-1 Foxtrot 4.463
Month-1 Alpha 11.362
Month-1 Alpha 5.432
Month-1 Delta 47.962
Month-1 Delta 38.013
Month-1 Alpha 7.368
Month-1 Alpha 19.81
Month-1 Alpha 15.769
Month-1 Delta 20.786
Month-1 Alpha 7.996
Month-1 Alpha 10.156
Month-1 Alpha 4.434
Month-1 Alpha 6.935
Month-1 Alpha 10.081
Month-1 Charlie 4.562
Month-1 Alpha 1.942
Month-1 Alpha 5.982
Month-1 Charlie 4.061
Month-1 Alpha 8.217
Month-1 Alpha 13.035
Month-1 Alpha 22.473
Month-1 Alpha 13.302
Month-1 Alpha 1.917
Month-1 Alpha 1.894
Month-1 Alpha 1.955
Month-1 Alpha 12.759
Month-1 Alpha 9.707
Month-1 Alpha 10.757
Month-1 Alpha 7.098
Month-1 Alpha 3.817
Month-1 Echo 2.444
Month-1 Echo 1.456
Month-1 Echo 3.579
Month-1 Echo 3.058
Month-1 Echo 9.073
Month-1 Alpha 4.585
Month-1 Bravo 7.636
Month-1 Alpha 4.329
Month-1 Alpha 2.263
Month-1 Alpha 17.154
Month-1 Alpha 5.997
Month-1 Alpha 9.89
Month-1 Alpha 3.159
Month-1 Alpha 1.978
Month-1 Alpha 6.509
Month-1 Alpha 2.739
Month-1 Alpha 2.098
Month-1 Alpha 11.537
Month-1 Alpha 3.431
Month-1 Alpha 31.629
Month-1 Alpha 4.395
Month-1 Alpha 19.091
Month-1 Alpha 11.767
Month-1 Alpha 2.674
Month-1 Alpha 2.53
Month-1 Alpha 25.991
Month-1 Alpha 13.72
Month-1 Alpha 8.481
Month-1 Alpha 5.118
Month-1 Alpha 4.116
Month-1 Alpha 23.923
Month-1 Alpha 14.728
Month-1 Alpha 12.06
Month-1 Alpha 10.808
Month-1 Alpha 9.909
Month-1 Alpha 13.012
Month-1 Alpha 4.705
Month-1 Alpha 2.601
Month-1 Alpha 8.103
Month-1 Alpha 3.426
Month-1 Alpha 3.781
Month-1 Alpha 20.077
Month-1 Alpha 6.45
Month-1 Alpha 5.534
Month-1 Alpha 2.942
Month-1 Echo 10.435
Month-1 Alpha 2.466
Month-1 Alpha 7.228
Month-1 Alpha 22.48
Month-1 Alpha 5.778
Month-1 Alpha 4.106
Month-1 Alpha 6.187
Month-1 Bravo 17.456
Month-1 Alpha 16.489
Month-1 Alpha 18.488
Month-1 Alpha 23.819
Month-1 Delta 53.65
Month-1 Alpha 13.391
Month-1 Alpha 10.9
Month-1 Delta 32.218
Month-1 Delta 14.14
Month-1 Alpha 4.126
Month-1 Alpha 3.576
Month-1 Alpha 12.293
Month-1 Delta 11.724
Month-1 Alpha 8.851
Month-1 Delta 11.927
Month-1 Alpha 2.399
Month-1 Alpha 9.549
Month-1 Alpha 13.93
Month-1 Alpha 8.338
Month-1 Alpha 23.701
Month-1 Delta 22.006
Month-1 Alpha 5.812
Month-1 Delta 13.127
Month-1 Delta 11.362
Month-1 Alpha 4.215
Month-1 Alpha 33.408
Month-1 Alpha 11.715
Month-1 Alpha 14.783
Month-1 Alpha 55.714
Month-1 Alpha 3.395
Month-1 Alpha 3.009
Month-1 Alpha 2.809
Month-1 Alpha 3.076
Month-1 Delta 15.224
Month-1 Charlie 3.784
Month-1 Delta 16.409
Month-1 Alpha 27.584
Month-1 Delta 12.726
Month-1 Delta 10.51
Month-1 Alpha 3.666
Month-1 Delta 11.956
Month-1 Alpha 1.443
Month-1 Delta 11.993
Month-1 Alpha 2.54
Month-1 Alpha 2.4
Month-1 Bravo 7.388
Month-1 Bravo 6.618
Month-1 Bravo 3.485
Month-1 Alpha 12.817
Month-1 Alpha 12.31
Month-1 Bravo 4.903
Month-1 Alpha 38.049
Month-1 Alpha 45.407
Month-1 Bravo 2.861
Month-1 Alpha 8.842
Month-1 Alpha 17.75
Month-1 Bravo 19.766
Month-1 Bravo 11.608
Month-1 Bravo 11.024
Month-1 Bravo 3.148
Month-1 Bravo 4.369
Month-1 Bravo 2.922
Month-1 Bravo 3.301
Month-1 Bravo 4.444
Month-1 Bravo 3.819
Month-1 Alpha 2.227
Month-1 Alpha 23.158
Month-1 Alpha 17.667
Month-1 Alpha 6.314
Month-1 Delta 69.017
Month-1 Alpha 8.096
Month-1 Alpha 31.119
Month-1 Delta 30.688
Month-1 Delta 40.521
Month-1 Alpha 7.264
Month-1 Alpha 5.46
Month-1 Alpha 6.382
Month-1 Alpha 23.315
Month-1 Alpha 11.115
Month-1 Alpha 5.552
Month-1 Delta 9.076
Month-1 Alpha 1.822
Month-1 Alpha 2.113
Month-1 Alpha 1.675
Month-1 Delta 9.678
Month-1 Delta 10.663
Month-1 Delta 8.342
Month-1 Alpha 21.77
Month-1 Alpha 12.869
Month-1 Delta 8.946
Month-1 Alpha 8.462
Month-1 Alpha 6.862
Month-1 Delta 9.02
Month-1 Alpha 7.16
Month-1 Alpha 4.311
Month-1 Charlie 3.492
Month-1 Charlie 3.854
Month-1 Charlie 14.57
Month-1 Alpha 3.462
Month-1 Delta 16.53
Month-1 Charlie 10.572
Month-1 Delta 10.797
Month-1 Delta 12.335
Month-1 Delta 11.531
Month-1 Charlie 4.694
Month-1 Delta 10.56
Month-1 Delta 11.54
Month-1 Bravo 8.857
Month-1 Delta 10.988
Month-1 Delta 11.006
Month-1 Delta 10.695
Month-1 Alpha 5.277
Month-1 Delta 10.778
Month-1 Delta 12.624
Month-1 Alpha 3.648
Month-1 Alpha 3.197
Month-1 Alpha 3.555
Month-1 Delta 12.082
Month-1 Delta 10.947
Month-1 Delta 10.793
Month-1 Delta 10.74
Month-1 Alpha 13.446
Month-1 Delta 11.007
Month-1 Alpha 14.312
Month-1 Delta 11.565
Month-1 Delta 21.752
Month-1 Delta 13.734
Month-1 Delta 12.741
Month-1 Delta 11.245
Month-1 Delta 10.289
Month-1 Delta 11.086
Month-1 Delta 10.715
Month-1 Delta 9.611
Month-1 Alpha 15.715
Month-1 Alpha 5.483
Month-1 Alpha 3.542
Month-1 Alpha 2.831
Month-1 Alpha 106.418
Month-1 Alpha 2.835
Month-1 Alpha 2.662
Month-1 Alpha 5.788
Month-1 Alpha 1.758
Month-1 Alpha 17.493
Month-1 Alpha 35.423
Month-1 Alpha 15.469
Month-1 Alpha 72.745
Month-1 Alpha 55.935
Month-1 Alpha 16.454
Month-1 Alpha 14.751
Month-1 Alpha 17.785
Month-1 Alpha 9.561
Month-1 Alpha 11.456
Month-1 Alpha 6.076
Month-1 Alpha 2.492
Month-1 Alpha 3.573
Month-1 Alpha 12.589
Month-1 Alpha 2.231
Month-1 Alpha 5.397
Month-1 Alpha 3.387
Month-1 Alpha 6.601
Month-1 Alpha 5.062
Month-1 Charlie 3.837
Month-1 Alpha 13.623
Month-1 Echo 2.841
Month-1 Alpha 17.222
Month-1 Alpha 6.872
Month-1 Alpha 12.703
Month-1 Alpha 2.708
Month-1 Echo 2.674
Month-1 Alpha 4.48
Month-1 Echo 6.442
Month-1 Alpha 2.542
Month-1 Alpha 17.731
Month-1 Charlie 12.284
Month-1 Charlie 3.211
Month-1 Charlie 3.322
Month-1 Echo 4.064
Month-1 Alpha 16.016
Month-1 Alpha 24.867
Month-1 Alpha 13.444
Month-1 Alpha 6.525
Month-1 Alpha 7.468
Month-1 Alpha 10.903
Month-1 Alpha 5.74
Month-1 Alpha 9.618
Month-1 Alpha 20.594
Month-1 Delta 55.667
Month-1 Delta 61.967
Month-1 Alpha 3.319
Month-1 Delta 10.954
Month-1 Delta 9.567
Month-1 Delta 10.243
Month-1 Delta 10.982
Month-1 Delta 10.376
Month-1 Delta 35.711
Month-1 Delta 30.401
Month-1 Delta 13.666
Month-1 Delta 9.904
Month-1 Delta 9.168
Month-1 Delta 10.109
Month-1 Alpha 3.359
Month-1 Delta 141.147
Month-1 Delta 115.995
Month-1 Delta 35.327
Month-1 Delta 11.025
Month-1 Delta 13.26
Month-1 Delta 11.58
Month-1 Delta 10.779
Month-1 Delta 11.149
Month-1 Delta 10.953
Month-1 Delta 11.676
Month-1 Delta 10.435
Month-1 Delta 9.746
Month-1 Delta 55.359
Month-1 Alpha 31.892
Month-1 Alpha 4.278
Month-1 Delta 15.119
Month-1 Delta 11.655
Month-1 Delta 12.13
Month-1 Delta 11.173
Month-1 Delta 10.994
Month-1 Delta 11.004
Month-1 Alpha 6.403
Month-1 Delta 26.275
Month-1 Delta 10.144
Month-1 Alpha 2.436
Month-1 Delta 60.497
Month-1 Delta 21.77
Month-1 Alpha 2.312
Month-1 Delta 17.562
Month-1 Alpha 13.328
Month-1 Delta 10.804
Month-1 Delta 10.45
Month-1 Alpha 2.578
Month-1 Delta 32.901
Month-1 Delta 10.214
Month-1 Alpha 28.206
Month-1 Alpha 22.867
Month-1 Delta 38.347
Month-1 Delta 11.795
Month-1 Delta 10.141
Month-1 Delta 10.167
Month-1 Delta 10.841
Month-1 Delta 11.964
Month-1 Delta 11.122
Month-1 Delta 10.673
Month-1 Alpha 3.545
Month-1 Alpha 3.269
Month-1 Alpha 2.129
Month-1 Alpha 21.861
Month-1 Alpha 15.624
Month-1 Alpha 13.359
Month-1 Bravo 19.517
Month-1 Bravo 8.966
Month-1 Alpha 7.183
Month-1 Alpha 2.069
Month-1 Alpha 3.153
Month-1 Alpha 2.278
Month-1 Alpha 2.116
Month-1 Alpha 1.751
Month-1 Alpha 2.759
Month-1 Alpha 3.502
Month-1 Alpha 2.271
Month-1 Alpha 175.912
Month-1 Alpha 17.124
Month-1 Alpha 4.047
Month-1 Alpha 3.224
Month-1 Alpha 3.081
Month-1 Alpha 6.096
Month-1 Alpha 15.499
Month-1 Charlie 4.868
Month-1 Alpha 3.484
Month-1 Alpha 2.734
Month-1 Alpha 2.527
Month-1 Alpha 2.847
Month-1 Alpha 2.372
Month-1 Alpha 2.783
Month-1 Alpha 6.247
Month-1 Alpha 5.343
Month-1 Alpha 1.957
Month-1 Alpha 1.773
Month-1 Alpha 2.91
Month-1 Alpha 1.873
Month-1 Alpha 62.118
Month-1 Alpha 3.081
Month-1 Alpha 2.376
Month-1 Alpha 5.991
Month-1 Alpha 13.322
Month-1 Alpha 5.423
Month-1 Alpha 20.962
Month-1 Alpha 7.432
Month-1 Alpha 52.739
Month-1 Alpha 17.964
Month-1 Alpha 14.54
Month-1 Alpha 10.487
Month-1 Alpha 5.167
Month-1 Alpha 23.867
Month-1 Alpha 18.643
Month-1 Delta 79.001
Month-1 Bravo 13.086
Month-1 Bravo 3.865
Month-1 Bravo 3.195
Month-1 Bravo 2.824
Month-1 Bravo 4.006
Month-1 Bravo 3.937
Month-1 Bravo 3.804
Month-1 Bravo 11.907
Month-1 Bravo 6.191
Month-1 Bravo 4.061
Month-1 Bravo 3.054
Month-1 Alpha 3.938
Month-1 Alpha 3.331
Month-1 Echo 35.101
Month-1 Echo 28.984
Month-1 Alpha 81.814
Month-1 Alpha 25.847
Month-1 Alpha 269.511
Month-1 Alpha 49.495
Month-1 Alpha 21.796
Month-1 Alpha 62.287
Month-1 Alpha 91.63
Month-1 Delta 37.866
Month-1 Delta 35.888
Month-1 Alpha 36.605
Month-1 Delta 10.726
Month-1 Alpha 6.881
Month-1 Alpha 6.071
Month-1 Delta 12.854
Month-1 Alpha 31.887
Month-1 Alpha 2.911
Month-1 Alpha 3.672
Month-1 Alpha 25.91
Month-1 Alpha 23.878
Month-1 Alpha 10.345
Month-1 Alpha 34.419
Month-1 Alpha 40.494
Month-1 Alpha 18.749
Month-1 Alpha 10.75
Month-1 Alpha 18.065
Month-1 Alpha 9.578
Month-1 Alpha 9.87
Month-1 Alpha 12.217
Month-1 Alpha 9.355
Month-1 Charlie 2.297
Month-1 Charlie 2.36
Month-1 Charlie 2.731
Month-1 Charlie 2.976
Month-1 Charlie 2.329
Month-1 Alpha 16.945
Month-1 Alpha 3.482
Month-1 Alpha 11.851
Month-1 Alpha 3.973
Month-1 Alpha 3.303
Month-1 Charlie 5.834
Month-1 Alpha 13.884
Month-1 Alpha 7.333
Month-1 Alpha 197.094
Month-1 Alpha 14.051
Month-1 Alpha 3.193
Month-1 Alpha 1.956
Month-1 Alpha 19.873
Month-1 Alpha 8.433
Month-1 Alpha 12.116
Month-1 Alpha 8.538
Month-1 Alpha 49.653
Month-1 Alpha 1.511
Month-1 Alpha 13.986
Month-1 Alpha 24.899
Month-1 Alpha 6.999
Month-1 Alpha 2.468
Month-1 Alpha 3.973
Month-1 Alpha 1.882
Month-1 Alpha 5.617
Month-1 Alpha 21.395
Month-1 Alpha 3.747
Month-1 Alpha 2.707
Month-1 Alpha 2.025
Month-1 Alpha 12.641
Month-1 Alpha 21.872
Month-1 Alpha 8.787
Month-1 Alpha 33.602
Month-1 Alpha 24.942
Month-1 Alpha 38.872
Month-1 Alpha 210.048
Month-1 Alpha 15.88
Month-1 Alpha 48.747
Month-1 Alpha 47.484
Month-1 Alpha 12.229
Month-1 Alpha 3.699
Month-1 Echo 11.406
Month-1 Echo 10.707
Month-1 Echo 5.027
Month-1 Alpha 4.24
Month-1 Alpha 4.095
Month-1 Alpha 20.325
Month-1 Alpha 7.815
Month-1 Alpha 6.49
Month-1 Alpha 2.26
Month-1 Alpha 2.295
Month-1 Alpha 12.33
Month-1 Alpha 11.958
Month-1 Alpha 2.435
Month-1 Alpha 7.967
Month-1 Alpha 64.27
Month-1 Alpha 111.712
Month-1 Alpha 5.106
Month-1 Alpha 27.428
Month-1 Alpha 15.838
Month-1 Alpha 2.535
Month-1 Alpha 18.811
Month-1 Alpha 15.669
Month-1 Alpha 8.179
Month-1 Alpha 3.676
Month-1 Alpha 4.357
Month-1 Alpha 3.13
Month-1 Alpha 13.475
Month-1 Alpha 2.424
Month-1 Alpha 4.852
Month-1 Alpha 5.903
Month-1 Alpha 2.483
Month-1 Alpha 18.952
Month-1 Alpha 4.925
Month-1 Alpha 7.971
Month-1 Alpha 9.862
Month-1 Alpha 5.001
Month-1 Alpha 3.225
Month-1 Alpha 2.548
Month-1 Alpha 3.188
Month-1 Foxtrot 5.474
Month-1 Alpha 3.642
Month-1 Alpha 11.893
Month-1 Alpha 11.183
Month-1 Alpha 3.732
Month-1 Alpha 8.23
Month-1 Alpha 7.846
Month-1 Alpha 17.216
Month-1 Alpha 10.732
Month-1 Alpha 8.53
Month-1 Alpha 13.341
Month-1 Alpha 11.449
Month-1 Alpha 2.41
Month-1 Alpha 2.027
Month-1 Alpha 2.316
Month-1 Alpha 1.759
Month-1 Alpha 5.666
Month-1 Alpha 9.73
Month-1 Alpha 8.977
Month-1 Alpha 9.24
Month-1 Alpha 4.977
Month-1 Alpha 11.437
Month-1 Alpha 2.453
Month-1 Alpha 2.966
Month-1 Alpha 3.831
Month-1 Alpha 4.268
Month-1 Alpha 76.454
Month-1 Alpha 21.733
Month-1 Alpha 20.263
Month-1 Alpha 9.615
Month-1 Alpha 2.332
Month-1 Alpha 2.152
Month-1 Alpha 1.888
Month-1 Alpha 2.273
Month-1 Alpha 1.975
Month-1 Alpha 3.138
Month-1 Alpha 3.519
Month-1 Alpha 3.313
Month-1 Alpha 4.013
Month-1 Alpha 2.127
Month-1 Alpha 2.093
Month-1 Alpha 11.575
Month-1 Alpha 7.468
Month-1 Alpha 5.129
Month-1 Alpha 4.158
Month-1 Alpha 1.897
Month-1 Alpha 2.498
Month-1 Alpha 2.675
Month-1 Alpha 2.445
Month-1 Alpha 1.947
Month-1 Alpha 14.762
Month-1 Bravo 42.654
Month-1 Alpha 5.946
Month-1 Foxtrot 24.819
Month-1 Alpha 24.424
Month-1 Alpha 4.038
Month-1 Alpha 3.968
Month-1 Alpha 2.152
Month-1 Alpha 2.154
Month-1 Alpha 2
Month-1 Alpha 1.885
Month-1 Alpha 1.848
Month-1 Charlie 3.762
Month-1 Charlie 2.413
Month-1 Charlie 2.39
Month-1 Alpha 4.838
Month-1 Alpha 15.64
Month-1 Alpha 11.988
Month-1 Charlie 4.575
Month-1 Bravo 5.895
Month-1 Bravo 5.152
Month-1 Charlie 6.832
Month-1 Alpha 13.04
Month-1 Delta 25.74
Month-1 Delta 25.958
Month-1 Alpha 10.672
Month-1 Alpha 6.482
Month-1 Alpha 86.995
Month-1 Delta 22.199
Month-1 Delta 21.402
Month-1 Delta 22.73
Month-1 Delta 21.816
Month-1 Delta 21.137
Month-1 Delta 22.128
Month-1 Alpha 71.707
Month-1 Alpha 5.259
Month-1 Alpha 2.692
Month-1 Alpha 12.554
Month-1 Delta 22.58
Month-1 Delta 18.076
Month-1 Alpha 15.289
Month-1 Alpha 1.669
Month-1 Alpha 24.817
Month-1 Alpha 4.518
Month-1 Alpha 2.178
Month-1 Alpha 2.808
Month-1 Alpha 1.707
Month-1 Alpha 1.741
Month-1 Alpha 1.794
Month-1 Alpha 8.758
Month-1 Alpha 42.821
Month-1 Alpha 2.32
Month-1 Delta 25.563
Month-1 Delta 35.062
Month-1 Alpha 61.224
Month-1 Alpha 110.273
Month-1 Bravo 28.386
Month-1 Alpha 45.251
Month-1 Alpha 4.162
Month-1 Alpha 4.193
Month-1 Alpha 3.843
Month-1 Alpha 3.606
Month-1 Alpha 9.067
Month-1 Alpha 3.466
Month-1 Alpha 13.789
Month-1 Alpha 3.562
Month-1 Alpha 5.471
Month-1 Alpha 4.289
Month-1 Alpha 3.58
Month-1 Alpha 3.746
Month-1 Alpha 3.438
Month-1 Alpha 3.421
Month-1 Alpha 3.709
Month-1 Alpha 3.997
Month-1 Alpha 2.314
Month-1 Alpha 9.805
Month-1 Alpha 3.2
Month-1 Alpha 6.028
Month-1 Alpha 3.723
Month-1 Alpha 7.262
Month-1 Alpha 26.935
Month-1 Alpha 9.444
Month-1 Alpha 15.163
Month-1 Alpha 20.023
Month-1 Alpha 5.105
Month-1 Alpha 15.546
Month-1 Alpha 6.362
Month-1 Delta 50.67
Month-1 Delta 33.945
Month-1 Alpha 3.298
Month-1 Alpha 9.299
Month-1 Charlie 58.358
Month-1 Alpha 5.493
Month-1 Alpha 102.905
Month-1 Alpha 2.195
Month-1 Alpha 1.832
Month-1 Alpha 4.162
Month-1 Alpha 4.253
Month-1 Alpha 3.323
Month-1 Alpha 3.83
Month-1 Alpha 42.187
Month-1 Alpha 21.814
Month-1 Delta 19.423
Month-1 Alpha 28.402
Month-1 Delta 19.882
Month-1 Delta 18.849
Month-1 Alpha 10.775
Month-1 Alpha 9.569
Month-1 Alpha 3.84
Month-1 Alpha 39.892
Month-1 Alpha 23.719
