time value latency
2026-04-30-10 --ALL-- 7
2026-04-30-10 customer-A 5
2026-04-30-10 --ALL-- 5
2026-04-30-10 customer-E 26
2026-04-30-10 --ALL-- 26
2026-04-30-10 customer-A 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-A 102
2026-04-30-10 --ALL-- 102
2026-04-30-10 customer-C 106
2026-04-30-10 --ALL-- 106
2026-04-30-10 customer-A 73
2026-04-30-10 --ALL-- 73
2026-04-30-10 customer-C 87
2026-04-30-10 --ALL-- 87
2026-04-30-10 customer-A 27
2026-04-30-10 --ALL-- 27
2026-04-30-10 customer-A 168
2026-04-30-10 --ALL-- 168
2026-04-30-10 customer-A 107
2026-04-30-10 --ALL-- 107
2026-04-30-10 customer-A 1951
2026-04-30-10 --ALL-- 1951
2026-04-30-10 customer-E 35
2026-04-30-10 --ALL-- 35
2026-04-30-10 customer-B 84
2026-04-30-10 --ALL-- 84
2026-04-30-10 customer-B 46
2026-04-30-10 --ALL-- 46
2026-04-30-10 customer-B 64
2026-04-30-10 --ALL-- 64
2026-04-30-10 customer-B 71
2026-04-30-10 --ALL-- 71
2026-04-30-10 customer-C 194
2026-04-30-10 --ALL-- 194
2026-04-30-10 customer-C 87
2026-04-30-10 --ALL-- 87
2026-04-30-10 customer-A 84
2026-04-30-10 --ALL-- 84
2026-04-30-10 customer-A 31
2026-04-30-10 --ALL-- 31
2026-04-30-10 customer-E 1502
2026-04-30-10 --ALL-- 1502
2026-04-30-10 customer-A 161
2026-04-30-10 --ALL-- 161
2026-04-30-10 customer-A 143
2026-04-30-10 --ALL-- 143
2026-04-30-10 customer-A 68
2026-04-30-10 --ALL-- 68
2026-04-30-10 customer-A 94
2026-04-30-10 --ALL-- 94
2026-04-30-10 customer-C 334
2026-04-30-10 --ALL-- 334
2026-04-30-10 customer-C 110
2026-04-30-10 --ALL-- 110
2026-04-30-10 customer-B 145
2026-04-30-10 --ALL-- 145
2026-04-30-10 customer-B 74
2026-04-30-10 --ALL-- 74
2026-04-30-10 customer-B 293
2026-04-30-10 --ALL-- 293
2026-04-30-10 customer-A 101
2026-04-30-10 --ALL-- 101
2026-04-30-10 customer-A 135
2026-04-30-10 --ALL-- 135
2026-04-30-10 customer-A 1427
2026-04-30-10 --ALL-- 1427
2026-04-30-10 customer-A 129
2026-04-30-10 --ALL-- 129
2026-04-30-10 customer-A 159
2026-04-30-10 --ALL-- 159
2026-04-30-10 customer-B 77
2026-04-30-10 --ALL-- 77
2026-04-30-10 customer-E 16
2026-04-30-10 --ALL-- 16
2026-04-30-10 customer-B 166
2026-04-30-10 --ALL-- 166
2026-04-30-10 customer-A 38
2026-04-30-10 --ALL-- 38
2026-04-30-10 customer-C 47
2026-04-30-10 --ALL-- 47
2026-04-30-10 customer-B 66
2026-04-30-10 --ALL-- 66
2026-04-30-10 customer-C 25
2026-04-30-10 --ALL-- 25
2026-04-30-10 customer-A 21
2026-04-30-10 --ALL-- 21
2026-04-30-10 customer-B 195
2026-04-30-10 --ALL-- 195
2026-04-30-10 customer-B 22
2026-04-30-10 --ALL-- 22
2026-04-30-10 customer-A 17
2026-04-30-10 --ALL-- 17
2026-04-30-10 customer-A 153
2026-04-30-10 --ALL-- 153
2026-04-30-10 customer-C 130
2026-04-30-10 --ALL-- 130
2026-04-30-10 customer-A 211
2026-04-30-10 --ALL-- 211
2026-04-30-10 customer-B 72
2026-04-30-10 --ALL-- 72
2026-04-30-10 customer-A 763
2026-04-30-10 --ALL-- 763
2026-04-30-10 customer-A 87
2026-04-30-10 --ALL-- 87
2026-04-30-10 customer-A 44
2026-04-30-10 --ALL-- 44
2026-04-30-10 customer-A 675
2026-04-30-10 --ALL-- 675
2026-04-30-10 customer-A 68
2026-04-30-10 --ALL-- 68
2026-04-30-10 customer-A 93
2026-04-30-10 --ALL-- 93
2026-04-30-10 customer-A 215
2026-04-30-10 --ALL-- 215
2026-04-30-10 customer-A 137
2026-04-30-10 --ALL-- 137
2026-04-30-10 customer-A 154
2026-04-30-10 --ALL-- 154
2026-04-30-10 customer-A 45
2026-04-30-10 --ALL-- 45
2026-04-30-10 customer-A 60
2026-04-30-10 --ALL-- 60
2026-04-30-10 customer-A 98
2026-04-30-10 --ALL-- 98
2026-04-30-10 customer-A 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-A 48
2026-04-30-10 --ALL-- 48
2026-04-30-10 customer-B 8
2026-04-30-10 --ALL-- 8
2026-04-30-10 customer-B 7
2026-04-30-10 --ALL-- 7
2026-04-30-10 customer-A 135
2026-04-30-10 --ALL-- 135
2026-04-30-10 customer-A 83
2026-04-30-10 --ALL-- 83
2026-04-30-10 customer-A 222
2026-04-30-10 --ALL-- 222
2026-04-30-10 customer-C 25
2026-04-30-10 --ALL-- 25
2026-04-30-10 customer-A 424
2026-04-30-10 --ALL-- 424
2026-04-30-10 customer-C 34
2026-04-30-10 --ALL-- 34
2026-04-30-10 customer-C 84
2026-04-30-10 --ALL-- 84
2026-04-30-10 customer-A 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-C 91
2026-04-30-10 --ALL-- 91
2026-04-30-10 customer-A 127
2026-04-30-10 --ALL-- 127
2026-04-30-10 customer-A 117
2026-04-30-10 --ALL-- 117
2026-04-30-10 customer-E 80
2026-04-30-10 --ALL-- 80
2026-04-30-10 customer-A 631
2026-04-30-10 --ALL-- 631
2026-04-30-10 customer-A 136
2026-04-30-10 --ALL-- 136
2026-04-30-10 customer-A 48
2026-04-30-10 --ALL-- 48
2026-04-30-10 customer-C 22
2026-04-30-10 --ALL-- 22
2026-04-30-10 customer-A 68
2026-04-30-10 --ALL-- 68
2026-04-30-10 customer-A 58
2026-04-30-10 --ALL-- 58
2026-04-30-10 customer-A 599
2026-04-30-10 --ALL-- 599
2026-04-30-10 customer-A 152
2026-04-30-10 --ALL-- 152
2026-04-30-10 customer-A 118
2026-04-30-10 --ALL-- 118
2026-04-30-10 customer-A 27
2026-04-30-10 --ALL-- 27
2026-04-30-10 customer-B 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-C 27
2026-04-30-10 --ALL-- 27
2026-04-30-10 customer-A 27
2026-04-30-10 --ALL-- 27
2026-04-30-10 customer-E 99
2026-04-30-10 --ALL-- 99
2026-04-30-10 customer-C 28
2026-04-30-10 --ALL-- 28
2026-04-30-10 customer-B 22
2026-04-30-10 --ALL-- 22
2026-04-30-10 customer-C 84
2026-04-30-10 --ALL-- 84
2026-04-30-10 customer-A 39
2026-04-30-10 --ALL-- 39
2026-04-30-10 customer-E 12
2026-04-30-10 --ALL-- 12
2026-04-30-10 customer-C 73
2026-04-30-10 --ALL-- 73
2026-04-30-10 customer-E 51
2026-04-30-10 --ALL-- 51
2026-04-30-10 customer-E 30
2026-04-30-10 --ALL-- 30
2026-04-30-10 customer-A 150
2026-04-30-10 --ALL-- 150
2026-04-30-10 customer-A 3841
2026-04-30-10 --ALL-- 3841
2026-04-30-10 customer-A 3840
2026-04-30-10 --ALL-- 3840
2026-04-30-10 customer-A 98
2026-04-30-10 --ALL-- 98
2026-04-30-10 customer-A 94
2026-04-30-10 --ALL-- 94
2026-04-30-10 customer-A 370
2026-04-30-10 --ALL-- 370
2026-04-30-10 customer-A 86
2026-04-30-10 --ALL-- 86
2026-04-30-10 customer-A 104
2026-04-30-10 --ALL-- 104
2026-04-30-10 customer-A 64
2026-04-30-10 --ALL-- 64
2026-04-30-10 customer-E 83
2026-04-30-10 --ALL-- 83
2026-04-30-10 customer-E 3811
2026-04-30-10 --ALL-- 3811
2026-04-30-10 customer-A 139
2026-04-30-10 --ALL-- 139
2026-04-30-10 customer-C 83
2026-04-30-10 --ALL-- 83
2026-04-30-10 customer-C 337
2026-04-30-10 --ALL-- 337
2026-04-30-10 customer-C 89
2026-04-30-10 --ALL-- 89
2026-04-30-10 customer-C 44
2026-04-30-10 --ALL-- 44
2026-04-30-10 customer-C 37
2026-04-30-10 --ALL-- 37
2026-04-30-10 customer-C 260
2026-04-30-10 --ALL-- 260
2026-04-30-10 customer-A 563
2026-04-30-10 --ALL-- 563
2026-04-30-10 customer-A 69
2026-04-30-10 --ALL-- 69
2026-04-30-10 customer-A 48
2026-04-30-10 --ALL-- 48
2026-04-30-10 customer-C 46
2026-04-30-10 --ALL-- 46
2026-04-30-10 customer-B 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-C 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-A 726
2026-04-30-10 --ALL-- 726
2026-04-30-10 customer-C 118
2026-04-30-10 --ALL-- 118
2026-04-30-10 customer-C 114
2026-04-30-10 --ALL-- 114
2026-04-30-10 customer-A 61
2026-04-30-10 --ALL-- 61
2026-04-30-10 customer-C 114
2026-04-30-10 --ALL-- 114
2026-04-30-10 customer-C 31
2026-04-30-10 --ALL-- 31
2026-04-30-10 customer-C 95
2026-04-30-10 --ALL-- 95
2026-04-30-10 customer-A 843
2026-04-30-10 --ALL-- 843
2026-04-30-10 customer-E 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-C 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-A 119
2026-04-30-10 --ALL-- 119
2026-04-30-10 customer-A 216
2026-04-30-10 --ALL-- 216
2026-04-30-10 customer-C 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-A 33
2026-04-30-10 --ALL-- 33
2026-04-30-10 customer-A 196
2026-04-30-10 --ALL-- 196
2026-04-30-10 customer-A 64
2026-04-30-10 --ALL-- 64
2026-04-30-10 customer-A 3513
2026-04-30-10 --ALL-- 3513
2026-04-30-10 customer-A 127
2026-04-30-10 --ALL-- 127
2026-04-30-10 customer-A 86
2026-04-30-10 --ALL-- 86
2026-04-30-10 customer-A 86
2026-04-30-10 --ALL-- 86
2026-04-30-10 customer-B 137
2026-04-30-10 --ALL-- 137
2026-04-30-10 customer-A 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-A 156
2026-04-30-10 --ALL-- 156
2026-04-30-10 customer-A 256
2026-04-30-10 --ALL-- 256
2026-04-30-10 customer-A 858
2026-04-30-10 --ALL-- 858
2026-04-30-10 customer-A 91
2026-04-30-10 --ALL-- 91
2026-04-30-10 customer-A 272
2026-04-30-10 --ALL-- 272
2026-04-30-10 customer-A 72
2026-04-30-10 --ALL-- 72
2026-04-30-10 customer-B 27
2026-04-30-10 --ALL-- 27
2026-04-30-10 customer-A 489
2026-04-30-10 --ALL-- 489
2026-04-30-10 customer-A 137
2026-04-30-10 --ALL-- 137
2026-04-30-10 customer-A 207
2026-04-30-10 --ALL-- 207
2026-04-30-10 customer-A 64
2026-04-30-10 --ALL-- 64
2026-04-30-10 customer-A 41
2026-04-30-10 --ALL-- 41
2026-04-30-10 customer-A 125
2026-04-30-10 --ALL-- 125
2026-04-30-10 customer-A 54
2026-04-30-10 --ALL-- 54
2026-04-30-10 customer-A 192
2026-04-30-10 --ALL-- 192
2026-04-30-10 customer-A 92
2026-04-30-10 --ALL-- 92
2026-04-30-10 customer-A 797
2026-04-30-10 --ALL-- 797
2026-04-30-10 customer-C 67
2026-04-30-10 --ALL-- 67
2026-04-30-10 customer-C 72
2026-04-30-10 --ALL-- 72
2026-04-30-10 customer-C 48
2026-04-30-10 --ALL-- 48
2026-04-30-10 customer-A 81
2026-04-30-10 --ALL-- 81
2026-04-30-10 customer-A 146
2026-04-30-10 --ALL-- 146
2026-04-30-10 customer-A 116
2026-04-30-10 --ALL-- 116
2026-04-30-10 customer-B 54
2026-04-30-10 --ALL-- 54
2026-04-30-10 customer-B 97
2026-04-30-10 --ALL-- 97
2026-04-30-10 customer-B 53
2026-04-30-10 --ALL-- 53
2026-04-30-10 customer-B 59
2026-04-30-10 --ALL-- 59
2026-04-30-10 customer-C 222
2026-04-30-10 --ALL-- 222
2026-04-30-10 customer-C 27
2026-04-30-10 --ALL-- 27
2026-04-30-10 customer-C 319
2026-04-30-10 --ALL-- 319
2026-04-30-10 customer-C 54
2026-04-30-10 --ALL-- 54
2026-04-30-10 customer-C 149
2026-04-30-10 --ALL-- 149
2026-04-30-10 customer-C 26
2026-04-30-10 --ALL-- 26
2026-04-30-10 customer-B 41
2026-04-30-10 --ALL-- 41
2026-04-30-10 customer-B 46
2026-04-30-10 --ALL-- 46
2026-04-30-10 customer-B 120
2026-04-30-10 --ALL-- 120
2026-04-30-10 customer-B 136
2026-04-30-10 --ALL-- 136
2026-04-30-10 customer-A 85
2026-04-30-10 --ALL-- 85
2026-04-30-10 customer-A 203
2026-04-30-10 --ALL-- 203
2026-04-30-10 customer-C 269
2026-04-30-10 --ALL-- 269
2026-04-30-10 customer-A 216
2026-04-30-10 --ALL-- 216
2026-04-30-10 customer-A 89
2026-04-30-10 --ALL-- 89
2026-04-30-10 customer-B 26
2026-04-30-10 --ALL-- 26
2026-04-30-10 customer-B 378
2026-04-30-10 --ALL-- 378
2026-04-30-10 customer-B 210
2026-04-30-10 --ALL-- 210
2026-04-30-10 customer-B 66
2026-04-30-10 --ALL-- 66
2026-04-30-10 customer-A 106
2026-04-30-10 --ALL-- 106
2026-04-30-10 customer-A 47
2026-04-30-10 --ALL-- 47
2026-04-30-10 customer-A 187
2026-04-30-10 --ALL-- 187
2026-04-30-10 customer-A 187
2026-04-30-10 --ALL-- 187
2026-04-30-10 customer-A 56
2026-04-30-10 --ALL-- 56
2026-04-30-10 customer-A 193
2026-04-30-10 --ALL-- 193
2026-04-30-10 customer-A 88
2026-04-30-10 --ALL-- 88
2026-04-30-10 customer-A 499
2026-04-30-10 --ALL-- 499
2026-04-30-10 customer-A 202
2026-04-30-10 --ALL-- 202
2026-04-30-10 customer-E 50
2026-04-30-10 --ALL-- 50
2026-04-30-10 customer-B 148
2026-04-30-10 --ALL-- 148
2026-04-30-10 customer-A 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-E 18
2026-04-30-10 --ALL-- 18
2026-04-30-10 customer-E 13
2026-04-30-10 --ALL-- 13
2026-04-30-10 customer-A 135
2026-04-30-10 --ALL-- 135
2026-04-30-10 customer-E 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-E 20
2026-04-30-10 --ALL-- 20
2026-04-30-10 customer-A 172
2026-04-30-10 --ALL-- 172
2026-04-30-10 customer-A 130
2026-04-30-10 --ALL-- 130
2026-04-30-10 customer-A 94
2026-04-30-10 --ALL-- 94
2026-04-30-10 customer-A 276
2026-04-30-10 --ALL-- 276
2026-04-30-10 customer-A 63
2026-04-30-10 --ALL-- 63
2026-04-30-10 customer-E 46
2026-04-30-10 --ALL-- 46
2026-04-30-10 customer-B 96
2026-04-30-10 --ALL-- 96
2026-04-30-10 customer-A 74
2026-04-30-10 --ALL-- 74
2026-04-30-10 customer-E 9
2026-04-30-10 --ALL-- 9
2026-04-30-10 customer-E 51
2026-04-30-10 --ALL-- 51
2026-04-30-10 customer-A 4731
2026-04-30-10 --ALL-- 4731
2026-04-30-10 customer-B 22
2026-04-30-10 --ALL-- 22
2026-04-30-10 customer-A 229
2026-04-30-10 --ALL-- 229
2026-04-30-10 customer-A 120
2026-04-30-10 --ALL-- 120
2026-04-30-10 customer-E 295
2026-04-30-10 --ALL-- 295
2026-04-30-10 customer-B 113
2026-04-30-10 --ALL-- 113
2026-04-30-10 customer-B 11
2026-04-30-10 --ALL-- 11
2026-04-30-10 customer-B 4
2026-04-30-10 --ALL-- 4
2026-04-30-10 customer-B 150
2026-04-30-10 --ALL-- 150
2026-04-30-10 customer-E 93
2026-04-30-10 --ALL-- 93
2026-04-30-10 customer-A 329
2026-04-30-10 --ALL-- 329
2026-04-30-10 customer-A 243
2026-04-30-10 --ALL-- 243
2026-04-30-10 customer-A 273
2026-04-30-10 --ALL-- 273
2026-04-30-10 customer-A 224
2026-04-30-10 --ALL-- 224
2026-04-30-10 customer-A 222
2026-04-30-10 --ALL-- 222
2026-04-30-10 customer-A 310
2026-04-30-10 --ALL-- 310
2026-04-30-10 customer-A 237
2026-04-30-10 --ALL-- 237
2026-04-30-10 customer-A 256
2026-04-30-10 --ALL-- 256
2026-04-30-10 customer-A 168
2026-04-30-10 --ALL-- 168
2026-04-30-10 customer-A 287
2026-04-30-10 --ALL-- 287
2026-04-30-10 customer-A 261
2026-04-30-10 --ALL-- 261
2026-04-30-10 customer-A 6346
2026-04-30-10 --ALL-- 6346
2026-04-30-10 customer-A 179
2026-04-30-10 --ALL-- 179
2026-04-30-10 customer-A 87
2026-04-30-10 --ALL-- 87
2026-04-30-10 customer-C 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-E 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-A 139
2026-04-30-10 --ALL-- 139
2026-04-30-10 customer-A 631
2026-04-30-10 --ALL-- 631
2026-04-30-10 customer-A 261
2026-04-30-10 --ALL-- 261
2026-04-30-10 customer-A 290
2026-04-30-10 --ALL-- 290
2026-04-30-10 customer-A 0
2026-04-30-10 --ALL-- 0
2026-04-30-10 customer-A 416
2026-04-30-10 --ALL-- 416
2026-04-30-10 customer-A 259
2026-04-30-10 --ALL-- 259
2026-04-30-10 customer-A 290
2026-04-30-10 --ALL-- 290
2026-04-30-10 customer-A 414
2026-04-30-10 --ALL-- 414
2026-04-30-10 customer-A 200
2026-04-30-10 --ALL-- 200
2026-04-30-10 customer-E 49
2026-04-30-10 --ALL-- 49
2026-04-30-10 customer-A 233
2026-04-30-10 --ALL-- 233
2026-04-30-10 customer-A 185
2026-04-30-10 --ALL-- 185
2026-04-30-10 customer-E 803
2026-04-30-10 --ALL-- 803
2026-04-30-10 customer-E 224
2026-04-30-10 --ALL-- 224
2026-04-30-10 customer-B 4
2026-04-30-10 --ALL-- 4
2026-04-30-10 customer-B 48
2026-04-30-10 --ALL-- 48
2026-04-30-10 customer-A 257
2026-04-30-10 --ALL-- 257
2026-04-30-10 customer-A 246
2026-04-30-10 --ALL-- 246
2026-04-30-10 customer-A 255
2026-04-30-10 --ALL-- 255
2026-04-30-10 customer-A 181
2026-04-30-10 --ALL-- 181
2026-04-30-10 customer-E 31
2026-04-30-10 --ALL-- 31
2026-04-30-10 customer-G 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-E 60
2026-04-30-10 --ALL-- 60
2026-04-30-10 customer-A 58
2026-04-30-10 --ALL-- 58
2026-04-30-10 customer-E 52
2026-04-30-10 --ALL-- 52
2026-04-30-10 customer-E 68
2026-04-30-10 --ALL-- 68
2026-04-30-10 customer-E 21
2026-04-30-10 --ALL-- 21
2026-04-30-10 customer-E 14
2026-04-30-10 --ALL-- 14
2026-04-30-10 customer-D 167
2026-04-30-10 --ALL-- 167
2026-04-30-10 customer-D 353
2026-04-30-10 --ALL-- 353
2026-04-30-10 customer-A 221
2026-04-30-10 --ALL-- 221
2026-04-30-10 customer-A 220
2026-04-30-10 --ALL-- 220
2026-04-30-10 customer-A 200
2026-04-30-10 --ALL-- 200
2026-04-30-10 customer-A 29
2026-04-30-10 --ALL-- 29
2026-04-30-10 customer-C 252
2026-04-30-10 --ALL-- 252
2026-04-30-10 customer-A 132
2026-04-30-10 --ALL-- 132
2026-04-30-10 customer-C 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-A 29
2026-04-30-10 --ALL-- 29
2026-04-30-10 customer-I 35
2026-04-30-10 --ALL-- 35
2026-04-30-10 customer-A 65
2026-04-30-10 --ALL-- 65
2026-04-30-10 customer-A 44
2026-04-30-10 --ALL-- 44
2026-04-30-10 customer-A 1527
2026-04-30-10 --ALL-- 1527
2026-04-30-10 customer-C 358
2026-04-30-10 --ALL-- 358
2026-04-30-10 customer-C 74
2026-04-30-10 --ALL-- 74
2026-04-30-10 customer-A 120
2026-04-30-10 --ALL-- 120
2026-04-30-10 customer-C 245
2026-04-30-10 --ALL-- 245
2026-04-30-10 customer-A 126
2026-04-30-10 --ALL-- 126
2026-04-30-10 customer-A 134
2026-04-30-10 --ALL-- 134
2026-04-30-10 customer-A 139
2026-04-30-10 --ALL-- 139
2026-04-30-10 customer-A 105
2026-04-30-10 --ALL-- 105
2026-04-30-10 customer-A 124
2026-04-30-10 --ALL-- 124
2026-04-30-10 customer-I 27
2026-04-30-10 --ALL-- 27
2026-04-30-10 customer-E 8
2026-04-30-10 --ALL-- 8
2026-04-30-10 customer-B 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-A 598
2026-04-30-10 --ALL-- 598
2026-04-30-10 customer-A 233
2026-04-30-10 --ALL-- 233
2026-04-30-10 customer-A 1654
2026-04-30-10 --ALL-- 1654
2026-04-30-10 customer-A 148
2026-04-30-10 --ALL-- 148
2026-04-30-10 customer-A 137
2026-04-30-10 --ALL-- 137
2026-04-30-10 customer-A 117
2026-04-30-10 --ALL-- 117
2026-04-30-10 customer-A 1249
2026-04-30-10 --ALL-- 1249
2026-04-30-10 customer-E 21
2026-04-30-10 --ALL-- 21
2026-04-30-10 customer-E 26
2026-04-30-10 --ALL-- 26
2026-04-30-10 customer-E 21
2026-04-30-10 --ALL-- 21
2026-04-30-10 customer-E 26
2026-04-30-10 --ALL-- 26
2026-04-30-10 customer-E 49
2026-04-30-10 --ALL-- 49
2026-04-30-10 customer-E 71
2026-04-30-10 --ALL-- 71
2026-04-30-10 customer-E 90
2026-04-30-10 --ALL-- 90
2026-04-30-10 customer-B 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-E 246
2026-04-30-10 --ALL-- 246
2026-04-30-10 customer-A 48
2026-04-30-10 --ALL-- 48
2026-04-30-10 customer-E 64
2026-04-30-10 --ALL-- 64
2026-04-30-10 customer-E 0
2026-04-30-10 --ALL-- 0
2026-04-30-10 customer-C 257
2026-04-30-10 --ALL-- 257
2026-04-30-10 customer-C 62
2026-04-30-10 --ALL-- 62
2026-04-30-10 customer-A 32
2026-04-30-10 --ALL-- 32
2026-04-30-10 customer-C 66
2026-04-30-10 --ALL-- 66
2026-04-30-10 customer-C 171
2026-04-30-10 --ALL-- 171
2026-04-30-10 customer-E 127
2026-04-30-10 --ALL-- 127
2026-04-30-10 customer-E 214
2026-04-30-10 --ALL-- 214
2026-04-30-10 customer-A 27
2026-04-30-10 --ALL-- 27
2026-04-30-10 customer-C 156
2026-04-30-10 --ALL-- 156
2026-04-30-10 customer-C 104
2026-04-30-10 --ALL-- 104
2026-04-30-10 customer-C 104
2026-04-30-10 --ALL-- 104
2026-04-30-10 customer-A 31
2026-04-30-10 --ALL-- 31
2026-04-30-10 customer-A 87
2026-04-30-10 --ALL-- 87
2026-04-30-10 customer-A 152
2026-04-30-10 --ALL-- 152
2026-04-30-10 customer-A 163
2026-04-30-10 --ALL-- 163
2026-04-30-10 customer-A 143
2026-04-30-10 --ALL-- 143
2026-04-30-10 customer-C 88
2026-04-30-10 --ALL-- 88
2026-04-30-10 customer-A 107
2026-04-30-10 --ALL-- 107
2026-04-30-10 customer-C 179
2026-04-30-10 --ALL-- 179
2026-04-30-10 customer-A 228
2026-04-30-10 --ALL-- 228
2026-04-30-10 customer-C 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-A 214
2026-04-30-10 --ALL-- 214
2026-04-30-10 customer-B 60
2026-04-30-10 --ALL-- 60
2026-04-30-10 customer-B 49
2026-04-30-10 --ALL-- 49
2026-04-30-10 customer-A 285
2026-04-30-10 --ALL-- 285
2026-04-30-10 customer-A 144
2026-04-30-10 --ALL-- 144
2026-04-30-10 customer-A 275
2026-04-30-10 --ALL-- 275
2026-04-30-10 customer-C 91
2026-04-30-10 --ALL-- 91
2026-04-30-10 customer-C 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-E 32
2026-04-30-10 --ALL-- 32
2026-04-30-10 customer-B 270
2026-04-30-10 --ALL-- 270
2026-04-30-10 customer-E 312
2026-04-30-10 --ALL-- 312
2026-04-30-10 customer-A 113
2026-04-30-10 --ALL-- 113
2026-04-30-10 customer-H 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-A 253
2026-04-30-10 --ALL-- 253
2026-04-30-10 customer-A 265
2026-04-30-10 --ALL-- 265
2026-04-30-10 customer-A 28
2026-04-30-10 --ALL-- 28
2026-04-30-10 customer-A 113
2026-04-30-10 --ALL-- 113
2026-04-30-10 customer-A 499
2026-04-30-10 --ALL-- 499
2026-04-30-10 customer-A 75
2026-04-30-10 --ALL-- 75
2026-04-30-10 customer-E 15
2026-04-30-10 --ALL-- 15
2026-04-30-10 customer-A 112
2026-04-30-10 --ALL-- 112
2026-04-30-10 customer-B 27
2026-04-30-10 --ALL-- 27
2026-04-30-10 customer-A 44
2026-04-30-10 --ALL-- 44
2026-04-30-10 customer-A 1736
2026-04-30-10 --ALL-- 1736
2026-04-30-10 customer-E 44
2026-04-30-10 --ALL-- 44
2026-04-30-10 customer-A 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-E 50
2026-04-30-10 --ALL-- 50
2026-04-30-10 customer-E 46
2026-04-30-10 --ALL-- 46
2026-04-30-10 customer-E 20
2026-04-30-10 --ALL-- 20
2026-04-30-10 customer-E 16
2026-04-30-10 --ALL-- 16
2026-04-30-10 customer-E 7
2026-04-30-10 --ALL-- 7
2026-04-30-10 customer-E 25
2026-04-30-10 --ALL-- 25
2026-04-30-10 customer-E 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-B 24
2026-04-30-10 --ALL-- 24
2026-04-30-10 customer-E 58
2026-04-30-10 --ALL-- 58
2026-04-30-10 customer-C 25
2026-04-30-10 --ALL-- 25
2026-04-30-10 customer-E 56
2026-04-30-10 --ALL-- 56
2026-04-30-10 customer-A 209
2026-04-30-10 --ALL-- 209
2026-04-30-10 customer-A 25
2026-04-30-10 --ALL-- 25
2026-04-30-10 customer-A 368
2026-04-30-10 --ALL-- 368
2026-04-30-10 customer-B 21
2026-04-30-10 --ALL-- 21
2026-04-30-10 customer-A 2724
2026-04-30-10 --ALL-- 2724
2026-04-30-10 customer-B 670
2026-04-30-10 --ALL-- 670
2026-04-30-10 customer-A 1
2026-04-30-10 --ALL-- 1
2026-04-30-10 customer-E 13
2026-04-30-10 --ALL-- 13
2026-04-30-10 customer-E 227
2026-04-30-10 --ALL-- 227
2026-04-30-10 customer-E 244
2026-04-30-10 --ALL-- 244
2026-04-30-10 customer-E 220
2026-04-30-10 --ALL-- 220
2026-04-30-10 customer-E 299
2026-04-30-10 --ALL-- 299
2026-04-30-10 customer-E 1245
2026-04-30-10 --ALL-- 1245
2026-04-30-10 customer-E 235
2026-04-30-10 --ALL-- 235
2026-04-30-10 customer-E 244
2026-04-30-10 --ALL-- 244
2026-04-30-10 customer-E 1
2026-04-30-10 --ALL-- 1
2026-04-30-10 customer-E 477
2026-04-30-10 --ALL-- 477
2026-04-30-10 customer-E 79
2026-04-30-10 --ALL-- 79
2026-04-30-10 customer-E 97
2026-04-30-10 --ALL-- 97
2026-04-30-10 customer-E 17
2026-04-30-10 --ALL-- 17
2026-04-30-10 customer-A 127
2026-04-30-10 --ALL-- 127
2026-04-30-10 customer-A 146
2026-04-30-10 --ALL-- 146
2026-04-30-10 customer-A 141
2026-04-30-10 --ALL-- 141
2026-04-30-10 customer-A 117
2026-04-30-10 --ALL-- 117
2026-04-30-10 customer-A 268
2026-04-30-10 --ALL-- 268
2026-04-30-10 customer-C 113
2026-04-30-10 --ALL-- 113
2026-04-30-10 customer-B 53
2026-04-30-10 --ALL-- 53
2026-04-30-10 customer-E 7
2026-04-30-10 --ALL-- 7
2026-04-30-10 customer-C 28
2026-04-30-10 --ALL-- 28
2026-04-30-10 customer-A 1267
2026-04-30-10 --ALL-- 1267
2026-04-30-10 customer-C 58
2026-04-30-10 --ALL-- 58
2026-04-30-10 customer-B 23
2026-04-30-10 --ALL-- 23
2026-04-30-10 customer-B 196
2026-04-30-10 --ALL-- 196
